# Dit is de ParameterMappingTable. Kopieer deze tekst in een leeg txt bestand om een bestand te maken wat in Revit ingelezen kan worden		
# Deze tabel mapt de NLRS parameters (of Revit Built-In parameters) aan de Common Property Sets in IFC. Indien geen mapping beschikbaar is, is de regel leeg gelaten		
# Parameters die u niet wilt mappen kunt u uitschakelen door aan het begin van de regel een # te plaatsen		
# PSet <tab> IFC Property <tab> Revit parameter		
# IFC 4		
# NLRS 3.1.1		
# -----------------------------------------------------		
#PropertySet	IFC Property	Revit Parameter
Pset_SpaceCoveringRequirements	ConcealedCeiling	
Pset_SpaceCoveringRequirements	ConcealedCeilingOffset	
Pset_SpaceCoveringRequirements	ConcealedFlooring	
Pset_SpaceCoveringRequirements	ConcealedFlooringOffset	
Pset_SpaceCoveringRequirements	FloorCovering	
Pset_SpaceCoveringRequirements	FloorCoveringThickness	NLRS_C_dikte_02
Pset_SpaceCoveringRequirements	Molding	
Pset_SpaceCoveringRequirements	MoldingHeight	NLRS_C_hoogte_01
Pset_SpaceCoveringRequirements	SkirtingBoard	
Pset_SpaceCoveringRequirements	SkirtingBoardHeight	NLRS_C_hoogte_02
Pset_SpaceCoveringRequirements	WallCovering	
Pset_SpaceCoveringRequirements	WallCoveringThickness	NLRS_C_dikte_03
Pset_SpaceFireSafetyRequirements	AirPressurization	
Pset_SpaceFireSafetyRequirements	FireExit	NLRS_C_vluchtweg
Pset_SpaceFireSafetyRequirements	FireRiskFactor	
Pset_SpaceFireSafetyRequirements	FlammableStorage	
Pset_SpaceFireSafetyRequirements	SprinklerProtection	
Pset_SpaceFireSafetyRequirements	SprinklerProtectionAutomatic	NLRS_C_sprinkler_automatisch
Pset_SpaceHeaterTypeCommon	Reference	Description
Pset_SpaceHeaterTypeCommon	Reference	NLRS_C_description
Pset_SpaceHeaterTypeCommon	BodyMass	NLRS_C_gewicht
Pset_SpaceHeaterTypeCommon	EnergySource	
Pset_SpaceHeaterTypeCommon	HeatTransferDimension	
Pset_SpaceHeaterTypeCommon	HeatTransferMedium	NLRS_C_medium
Pset_SpaceHeaterTypeCommon	NumberOfPanels	
Pset_SpaceHeaterTypeCommon	NumberOfSections	
Pset_SpaceHeaterTypeCommon	OutputCapacity	
Pset_SpaceHeaterTypeCommon	PlacementType	NLRS_C_type
Pset_SpaceHeaterTypeCommon	Status	NLRS_C_status
Pset_SpaceHeaterTypeCommon	TemperatureClassification	
Pset_SpaceHeaterTypeCommon	ThermalEfficiency	
Pset_SpaceHeaterTypeCommon	ThermalMassHeatCapacity	
Pset_SpaceHeaterTypeConvector	ConvectorType	NLRS_C_type
Pset_SpaceHeaterTypeRadiator	RadiatorType	NLRS_C_type
Pset_SpaceHeaterTypeRadiator	TubingLength	NLRS_C_lengte_01
Pset_SpaceHeaterTypeRadiator	WaterContent	
Pset_SpaceLightingRequirements	ArtificialLighting	
Pset_SpaceLightingRequirements	Illuminance	
Pset_CoilTypeHydronic	PrimarySurfaceArea	NLRS_C_oppervlakte_02
Pset_SpaceOccupancyRequirements	IsOutlookDesirable	
Pset_SpaceOccupancyRequirements	MinimumHeadroom	
Pset_SpaceOccupancyRequirements	OccupancyNumber	
Pset_SpaceOccupancyRequirements	OccupancyNumberPeak	
Pset_SpaceOccupancyRequirements	OccupancyTimePerDay	
Pset_SpaceOccupancyRequirements	OccupancyType	NLRS_C_type
Pset_CoilTypeHydronic	SecondarySurfaceArea	NLRS_C_oppervlakte_03
Pset_SpaceThermalDesign	CeilingRAPlenum	
Pset_SpaceThermalDesign	CoolingDesignAirflow	
Pset_SpaceThermalDesign	CoolingDryBulb	
Pset_SpaceThermalDesign	CoolingRelativeHumidity	
Pset_SpaceThermalDesign	ExhaustAirFlowrate	
Pset_SpaceThermalDesign	HeatingDesignAirflow	
Pset_SpaceThermalDesign	HeatingDryBulb	
Pset_SpaceThermalDesign	HeatingRelativeHumidity	
Pset_SpaceThermalDesign	TotalHeatGain	
Pset_SpaceThermalDesign	TotalHeatLoss	
Pset_SpaceThermalDesign	TotalSensibleHeatGain	
Pset_SpaceThermalDesign	VentilationAirFlowrate	
Pset_SpaceThermalLoad	AirExchangeRate	
Pset_SpaceThermalLoad	DryBulbTemperature	
Pset_SpaceThermalLoad	EquipmentSensible	
Pset_SpaceThermalLoad	ExhaustAir	
Pset_SpaceThermalLoad	InfiltrationSensible	
Pset_SpaceThermalLoad	Lighting	
Pset_SpaceThermalLoad	People	
Pset_SpaceThermalLoad	RecirculatedAir	
Pset_SpaceThermalLoad	RelativeHumidity	
Pset_SpaceThermalLoad	TotalLatentLoad	
Pset_SpaceThermalLoad	TotalRadiantLoad	
Pset_SpaceThermalLoad	TotalSensibleLoad	
Pset_SpaceThermalLoad	VentilationIndoorAir	
Pset_SpaceThermalLoad	VentilationOutdoorAir	
Pset_SpaceThermalRequirements	AirConditioning	
Pset_SpaceThermalRequirements	AirConditioningCentral	
Pset_SpaceThermalRequirements	DiscontinuedHeating	
Pset_SpaceThermalRequirements	MechanicalVentilationRate	
Pset_SpaceThermalRequirements	NaturalVentilation	
Pset_SpaceThermalRequirements	NaturalVentilationRate	
Pset_SpaceThermalRequirements	SpaceHumidity	NLRS_C_relatieve luchtvochtigheid
Pset_SpaceThermalRequirements	SpaceHumidityMax	NLRS_C_relatieve luchtvochtigheid_max
Pset_SpaceThermalRequirements	SpaceHumidityMin	NLRS_C_relatieve luchtvochtigheid_min
Pset_SpaceThermalRequirements	SpaceHumiditySummer	
Pset_SpaceThermalRequirements	SpaceHumidityWinter	
Pset_SpaceThermalRequirements	SpaceTemperature	
Pset_SpaceThermalRequirements	SpaceTemperatureMax	
Pset_SpaceThermalRequirements	SpaceTemperatureMin	
Pset_SpaceThermalRequirements	SpaceTemperatureSummerMax	NLRS_M_binnentemperatuur zomer_max
Pset_SpaceThermalRequirements	SpaceTemperatureSummerMin	NLRS_M_binnentemperatuur zomer_min
Pset_SpaceThermalRequirements	SpaceTemperatureWinterMax	NLRS_M_binnentemperatuur winter_max
Pset_SpaceThermalRequirements	SpaceTemperatureWinterMin	NLRS_M_binnentemperatuur winter_min
Pset_SpatialZoneCommon	Reference	Description
Pset_SpatialZoneCommon	Reference	NLRS_C_description
Pset_SpatialZoneCommon	IsExternal	NLRS_C_buiten
Pset_StairCommon	FireRating	Fire Rating
Pset_StairCommon	Reference	Description
Pset_StairCommon	Reference	NLRS_C_description
Pset_StairCommon	FireExit	NLRS_C_vluchtweg
Pset_StairCommon	FireRating	NLRS_C_brandwerendheid
Pset_StairCommon	HandicapAccessible	NLRS_C_toegankelijk
Pset_StairCommon	HasNonSkidSurface	NLRS_C_antislip
Pset_StairCommon	IsExternal	NLRS_C_buiten
Pset_StairCommon	LoadBearing	NLRS_C_dragend
Pset_StairCommon	NosingLength	Nosing Length
Pset_StairCommon	NumberOfRiser	
Pset_StairCommon	NumberOfTreads	
Pset_StairCommon	RequiredHeadroom	
Pset_StairCommon	RiserHeight	Actual Riser Height
Pset_StairCommon	Status	NLRS_C_status
Pset_StairCommon	ThermalTransmittance	NLRS_B_Uwaarde
Pset_StairCommon	TreadLength	Actual Tread Depth
Pset_StairCommon	TreadLengthAtInnerSide	
Pset_StairCommon	TreadLengthAtOffset	
Pset_StairCommon	WaistThickness	NLRS_C_dikte_01
Pset_StairCommon	WalkingLineOffset	
Pset_StairFlightCommon	Reference	Description
Pset_StairFlightCommon	Reference	NLRS_C_description
Pset_StairFlightCommon	Headroom	
Pset_StairFlightCommon	NosingLength	Nosing Length
Pset_StairFlightCommon	NumberOfRiser	
Pset_StairFlightCommon	NumberOfTreads	
Pset_StairFlightCommon	RiserHeight	Actual Riser Height
Pset_StairFlightCommon	Status	NLRS_C_status
Pset_StairFlightCommon	TreadLength	Actual Tread Depth
Pset_StairFlightCommon	TreadLengthAtInnerSide	
Pset_StairFlightCommon	TreadLengthAtOffset	
Pset_StairFlightCommon	WaistThickness	NLRS_C_dikte_01
Pset_StairFlightCommon	WalkingLineOffset	
Pset_SwitchingDeviceTypeCommon	Reference	Description
Pset_SwitchingDeviceTypeCommon	Reference	NLRS_C_description
Pset_SwitchingDeviceTypeCommon	HasLock	
Pset_SwitchingDeviceTypeCommon	IsIlluminated	
Pset_SwitchingDeviceTypeCommon	Legend	
Pset_SwitchingDeviceTypeCommon	NumberOfGangs	
Pset_SwitchingDeviceTypeCommon	SetPoint	
Pset_SwitchingDeviceTypeCommon	Status	NLRS_C_status
Pset_SwitchingDeviceTypeCommon	SwitchFunction	
Pset_SwitchingDeviceTypeContactor	ContactorType	NLRS_C_type
Pset_SwitchingDeviceTypeDimmerSwitch	DimmerType	NLRS_C_type
Pset_SwitchingDeviceTypeEmergencyStop	SwitchOperation	
Pset_SwitchingDeviceTypeKeypad	KeypadType	NLRS_C_type
Pset_SwitchingDeviceTypeMomentarySwitch	MomentaryType	NLRS_C_type
Pset_SwitchingDeviceTypeSelectorSwitch	SelectorType	NLRS_C_type
Pset_SwitchingDeviceTypeSelectorSwitch	SwitchActivation	
Pset_SwitchingDeviceTypeSelectorSwitch	SwitchUsage	
Pset_SwitchingDeviceTypeStarter	StarterType	NLRS_C_type
Pset_SwitchingDeviceTypeSwitchDisconnector	LoadDisconnectionType	NLRS_C_type
Pset_SwitchingDeviceTypeSwitchDisconnector	SwitchDisconnectorType	NLRS_C_type
Pset_SwitchingDeviceTypeToggleSwitch	SwitchActivation	
Pset_SwitchingDeviceTypeToggleSwitch	SwitchUsage	
Pset_SwitchingDeviceTypeToggleSwitch	ToggleSwitchType	NLRS_C_type
Pset_SystemFurnitureElementTypeCommon	Finishing	NLRS_C_materiaal_afwerking
Pset_SystemFurnitureElementTypeCommon	GroupCode	
Pset_SystemFurnitureElementTypeCommon	IsUsed	
Pset_SystemFurnitureElementTypeCommon	NominalHeight	NLRS_C_hoogte
Pset_SystemFurnitureElementTypeCommon	NominalHeight	Height
Pset_SystemFurnitureElementTypeCommon	NominalWidth	NLRS_C_breedte
Pset_SystemFurnitureElementTypeCommon	NominalWidth	Width
Pset_SystemFurnitureElementTypePanel	FurniturePanelType	NLRS_C_type
Pset_SystemFurnitureElementTypePanel	HasOpening	
Pset_SystemFurnitureElementTypePanel	NominalThickness	NLRS_C_dikte
Pset_SystemFurnitureElementTypeWorkSurface	HangingHeight	NLRS_C_hoogte_01
Pset_SystemFurnitureElementTypeWorkSurface	NominalThickness	NLRS_C_dikte
Pset_SystemFurnitureElementTypeWorkSurface	ShapeDescription	NLRS_C_vorm
Pset_SystemFurnitureElementTypeWorkSurface	SupportType	NLRS_C_type
Pset_SystemFurnitureElementTypeWorkSurface	UsePurpose	
Pset_TankOccurrence	HasLadder	
Pset_TankOccurrence	HasVisualIndicator	
Pset_TankOccurrence	TankComposition	
Pset_TankTypeCommon	NominalLengthOrDiameter	NLRS_C_diameter
Pset_TankTypeCommon	Reference	Description
Pset_TankTypeCommon	Reference	NLRS_C_description
Pset_TankTypeCommon	AccessType	NLRS_C_type
Pset_TankTypeCommon	EffectiveCapacity	
Pset_TankTypeCommon	EndShapeType	NLRS_C_vorm
Pset_TankTypeCommon	FirstCurvatureRadius	
Pset_TankTypeCommon	NominalCapacity	
Pset_TankTypeCommon	NominalLengthOrDiameter	Length
Pset_TankTypeCommon	NominalLengthOrDiameter	NLRS_C_lengte
Pset_TankTypeCommon	NominalLengthOrDiameter	Diameter
Pset_TankTypeCommon	NominalWidthOrDiameter	NLRS_C_diameter
Pset_TankTypeCommon	NumberOfSections	
Pset_TankTypeCommon	OperatingWeight	NLRS_C_gewicht
Pset_TankTypeCommon	PatternType	NLRS_C_type
Pset_TankTypeCommon	SecondCurvatureRadius	
Pset_TankTypeCommon	Status	NLRS_C_status
Pset_TankTypeCommon	StorageType	NLRS_C_type
Pset_TankTypeCommon	NominalWidthOrDiameter	Diameter
Pset_TankTypeCommon	NominalWidthOrDiameter	NLRS_C_breedte
Pset_TankTypeCommon	NominalWidthOrDiameter	Width
Pset_TankTypeCommon	NominalDepth	NLRS_C_diepte
Pset_TankTypeCommon	NominalDepth	Depth
Pset_TendonAnchorCommon	Reference	Description
Pset_TendonAnchorCommon	Reference	NLRS_C_description
Pset_TendonAnchorCommon	Status	NLRS_C_status
Pset_TendonCommon	NominalDiameter	Diameter
Pset_TendonCommon	NominalDiameter	NLRS_C_diameter
Pset_TendonCommon	Reference	Description
Pset_TendonCommon	Reference	NLRS_C_description
Pset_TendonCommon	SheathDiameter	NLRS_C_diameter_01
Pset_TendonCommon	Status	NLRS_C_status
Pset_ThermalLoadAggregate	ApplianceDiversity	
Pset_ThermalLoadAggregate	InfiltrationDiversitySummer	
Pset_ThermalLoadAggregate	InfiltrationDiversityWinter	
Pset_ThermalLoadAggregate	LightingDiversity	
Pset_ThermalLoadAggregate	LoadSafetyFactor	
Pset_ThermalLoadAggregate	TotalCoolingLoad	NLRS_M_afgifte_koeling
Pset_ThermalLoadAggregate	TotalHeatingLoad	NLRS_M_afgifte_verwarming
Pset_ThermalLoadDesignCriteria	AppliancePercentLoadToRadiant	
Pset_ThermalLoadDesignCriteria	LightingLoadIntensity	
Pset_ThermalLoadDesignCriteria	LightingPercentLoadToReturnAir	
Pset_ThermalLoadDesignCriteria	OccupancyDiversity	
Pset_ThermalLoadDesignCriteria	OutsideAirPerPerson	
Pset_ThermalLoadDesignCriteria	ReceptacleLoadIntensity	
Pset_TransformerTypeCommon	Reference	Description
Pset_TransformerTypeCommon	Reference	NLRS_C_description
Pset_TransformerTypeCommon	EfficiencyCurve	
Pset_TransformerTypeCommon	ImaginaryImpedanceRatio	
Pset_TransformerTypeCommon	IsNeutralPrimaryTerminalAvailable	
Pset_TransformerTypeCommon	IsNeutralSecondaryTerminalAvailable	
Pset_TransformerTypeCommon	MaximumApparentPower	
Pset_TransformerTypeCommon	PrimaryApparentPower	
Pset_TransformerTypeCommon	PrimaryCurrent	
Pset_TransformerTypeCommon	PrimaryFrequency	
Pset_TransformerTypeCommon	PrimaryVoltage	
Pset_TransformerTypeCommon	RadiativeFraction	
Pset_TransformerTypeCommon	RealImpedanceRatio	
Pset_TransformerTypeCommon	SecondaryApparentPower	
Pset_TransformerTypeCommon	SecondaryCurrent	
Pset_TransformerTypeCommon	SecondaryCurrentType	NLRS_C_type
Pset_TransformerTypeCommon	SecondaryFrequency	
Pset_TransformerTypeCommon	SecondaryVoltage	
Pset_TransformerTypeCommon	ShortCircuitVoltage	
Pset_TransformerTypeCommon	Status	NLRS_C_status
Pset_TransformerTypeCommon	TransformerVectorGroup	
Pset_TransportElementCommon	Reference	Description
Pset_TransportElementCommon	Reference	Description
Pset_TransportElementCommon	Reference	NLRS_C_description
Pset_TransportElementCommon	Reference	NLRS_C_description
Pset_TransportElementCommon	CapacityPeople	NLRS_C_type
Pset_TransportElementCommon	CapacityWeight	NLRS_C_gewicht
Pset_TransportElementCommon	FireExit	NLRS_C_vluchtweg
Pset_TransportElementCommon	Status	NLRS_C_status
Pset_TransportElementElevator	ClearDepth	NLRS_C_diepte_netto
Pset_TransportElementElevator	ClearDepth	Depth
Pset_TransportElementElevator	ClearHeight	NLRS_C_hoogte_min
Pset_TransportElementElevator	ClearWidth	NLRS_C_breedte_netto
Pset_TransportElementElevator	FireFightingLift	
Pset_TubeBundleTypeCommon	NominalDiameter	Diameter
Pset_TubeBundleTypeCommon	NominalDiameter	NLRS_C_diameter
Pset_TubeBundleTypeCommon	Reference	Description
Pset_TubeBundleTypeCommon	Reference	NLRS_C_description
Pset_TubeBundleTypeCommon	FoulingFactor	
Pset_TubeBundleTypeCommon	HasTurbulator	
Pset_TubeBundleTypeCommon	HorizontalSpacing	
Pset_TubeBundleTypeCommon	InLineRowSpacing	
Pset_TubeBundleTypeCommon	InsideDiameter	NLRS_C_diameter_01
Pset_TubeBundleTypeCommon	Length	Length
Pset_TubeBundleTypeCommon	Length	NLRS_C_lengte
Pset_TubeBundleTypeCommon	NumberOfCircuits	
Pset_TubeBundleTypeCommon	NumberOfRows	
Pset_TubeBundleTypeCommon	OutsideDiameter	NLRS_C_diameter_02
Pset_TubeBundleTypeCommon	StaggeredRowSpacing	
Pset_TubeBundleTypeCommon	Status	NLRS_C_status
Pset_TubeBundleTypeCommon	ThermalConductivity	NLRS_B_Rcwaarde
Pset_TubeBundleTypeCommon	VerticalSpacing	
Pset_TubeBundleTypeCommon	Volume	NLRS_C_volume
Pset_TubeBundleTypeFinned	Diameter	Diameter
Pset_TubeBundleTypeFinned	Diameter	NLRS_C_diameter
Pset_TubeBundleTypeFinned	FinCorrugatedType	NLRS_C_type
Pset_TubeBundleTypeFinned	HasCoating	
Pset_TubeBundleTypeFinned	Height	NLRS_C_hoogte
Pset_TubeBundleTypeFinned	Height	Height
Pset_TubeBundleTypeFinned	Length	Length
Pset_TubeBundleTypeFinned	Length	NLRS_C_lengte
Pset_TubeBundleTypeFinned	Spacing	
Pset_TubeBundleTypeFinned	ThermalConductivity	NLRS_B_Rcwaarde
Pset_TubeBundleTypeFinned	Thickness	NLRS_C_dikte
Pset_UnitaryControlElementTypeCommon	Reference	Description
Pset_UnitaryControlElementTypeCommon	Reference	NLRS_C_description
Pset_UnitaryControlElementTypeCommon	Mode	
Pset_UnitaryControlElementTypeCommon	Status	NLRS_C_status
Pset_UnitaryControlElementTypeIndicatorPanel	Application	
Pset_UnitaryControlElementTypeThermostat	TemperatureSetPoint	
Pset_UnitaryEquipmentTypeAirConditioningUnit	CondenserEnteringTemperature	
Pset_UnitaryEquipmentTypeAirConditioningUnit	CondenserFlowrate	
Pset_UnitaryEquipmentTypeAirConditioningUnit	CondenserLeavingTemperature	
Pset_UnitaryEquipmentTypeAirConditioningUnit	CoolingEfficiency	
Pset_UnitaryEquipmentTypeAirConditioningUnit	HeatingCapacity	NLRS_M_afgifte_verwarming
Pset_UnitaryEquipmentTypeAirConditioningUnit	HeatingEfficiency	
Pset_UnitaryEquipmentTypeAirConditioningUnit	LatentCoolingCapacity	NLRS_M_afgifte_koeling_01
Pset_UnitaryEquipmentTypeAirConditioningUnit	OutsideAirFlowrate	
Pset_UnitaryEquipmentTypeAirConditioningUnit	SensibleCoolingCapacity	NLRS_M_afgifte_koeling
Pset_UnitaryEquipmentTypeAirHandler	AirHandlerConstruction	
Pset_UnitaryEquipmentTypeAirHandler	AirHandlerFanCoilArrangement	
Pset_UnitaryEquipmentTypeAirHandler	DualDeck	
Pset_UnitaryEquipmentTypeCommon	Reference	Description
Pset_UnitaryEquipmentTypeCommon	Reference	NLRS_C_description
Pset_UnitaryEquipmentTypeCommon	Status	NLRS_C_status
Pset_ValveTypeAirRelease	IsAutomatic	NLRS_C_automatisch
Pset_ValveTypeCommon	Reference	Description
Pset_ValveTypeCommon	Reference	NLRS_C_description
Pset_ValveTypeCommon	CloseOffRating	
Pset_ValveTypeCommon	FlowCoefficient	
Pset_ValveTypeCommon	Size	
Pset_ValveTypeCommon	Status	NLRS_C_status
Pset_ValveTypeCommon	TestPressure	
Pset_ValveTypeCommon	ValveMechanism	
Pset_ValveTypeCommon	ValveOperation	
Pset_ValveTypeCommon	ValvePattern	
Pset_ValveTypeCommon	WorkingPressure	
Pset_ValveTypeDrawOffCock	HasHoseUnion	
Pset_ValveTypeFaucet	FaucetFunction	
Pset_ValveTypeFaucet	FaucetOperation	
Pset_ValveTypeFaucet	FaucetTopDescription	
Pset_ValveTypeFaucet	FaucetType	NLRS_C_type
Pset_ValveTypeFaucet	Finish	NLRS_C_materiaal_afwerking
Pset_ValveTypeFlushing	FlushingRate	
Pset_ValveTypeFlushing	HasIntegralShutOffDevice	
Pset_ValveTypeFlushing	IsHighPressure	
Pset_ValveTypeGasTap	HasHoseUnion	
Pset_ValveTypeIsolating	IsNormallyOpen	
Pset_ValveTypeIsolating	IsolatingPurpose	
Pset_ValveTypeMixing	MixerControl	
Pset_ValveTypeMixing	OutletConnectionSize	
Pset_ValveTypePressureReducing	DownstreamPressure	
Pset_ValveTypePressureReducing	UpstreamPressure	
Pset_ValveTypePressureRelief	ReliefPressure	
Pset_VibrationIsolatorTypeCommon	Reference	Description
Pset_VibrationIsolatorTypeCommon	Reference	NLRS_C_description
Pset_VibrationIsolatorTypeCommon	IsolatorCompressibility	
Pset_VibrationIsolatorTypeCommon	IsolatorStaticDeflection	
Pset_VibrationIsolatorTypeCommon	MaximumSupportedWeight	
Pset_VibrationIsolatorTypeCommon	NominalHeight	NLRS_C_hoogte
Pset_VibrationIsolatorTypeCommon	NominalHeight	Height
Pset_VibrationIsolatorTypeCommon	Status	NLRS_C_status
Pset_VibrationIsolatorTypeCommon	VibrationTransmissibility	
Pset_WallCommon	FireRating	Fire Rating
Pset_WallCommon	Reference	Description
Pset_WallCommon	Reference	NLRS_C_description
Pset_WallCommon	Status	NLRS_C_status
Pset_WallCommon	AcousticRating	NLRS_C_geluidwerendheid_Rw
Pset_WallCommon	FireRating	NLRS_C_brandwerendheid
Pset_WallCommon	Combustible	NLRS_C_brandbaar
Pset_WallCommon	SurfaceSpreadOfFlame	NLRS_C_brandklasse_code
Pset_WallCommon	ThermalTransmittance	NLRS_B_Uwaarde
Pset_WallCommon	IsExternal	NLRS_C_buiten
Pset_WallCommon	LoadBearing	NLRS_C_dragend
Pset_WallCommon	ExtendToStructure	
Pset_WallCommon	Compartmentation	
Pset_WasteTerminalTypeCommon	Reference	Description
Pset_WasteTerminalTypeCommon	Reference	NLRS_C_description
Pset_WasteTerminalTypeCommon	Status	NLRS_C_status
Pset_WasteTerminalTypeFloorTrap	CoverLength	NLRS_C_lengte_01
Pset_WasteTerminalTypeFloorTrap	CoverWidth	NLRS_C_breedte_01
Pset_WasteTerminalTypeFloorTrap	HasStrainer	
Pset_WasteTerminalTypeFloorTrap	InletConnectionSize	
Pset_WasteTerminalTypeFloorTrap	InletPatternType	NLRS_C_type
Pset_WasteTerminalTypeFloorTrap	IsForSullageWater	
Pset_WasteTerminalTypeFloorTrap	NominalBodyLength	Length
Pset_WasteTerminalTypeFloorTrap	NominalBodyLength	NLRS_C_lengte
Pset_WasteTerminalTypeFloorTrap	NominalBodyWidth	NLRS_C_breedte
Pset_WasteTerminalTypeFloorTrap	NominalBodyWidth	Width
Pset_WasteTerminalTypeFloorTrap	OutletConnectionSize	
Pset_WasteTerminalTypeFloorTrap	SpilloverLevel	
Pset_WasteTerminalTypeFloorTrap	TrapType	NLRS_C_type
Pset_WasteTerminalTypeFloorTrap	NominalBodyDepth	NLRS_C_diepte
Pset_WasteTerminalTypeFloorTrap	NominalBodyDepth	Depth
Pset_WasteTerminalTypeFloorWaste	CoverLength	NLRS_C_lengte_01
Pset_WasteTerminalTypeFloorWaste	CoverWidth	NLRS_C_breedte_01
Pset_WasteTerminalTypeFloorWaste	NominalBodyLength	Length
Pset_WasteTerminalTypeFloorWaste	NominalBodyLength	NLRS_C_lengte
Pset_WasteTerminalTypeFloorWaste	NominalBodyWidth	NLRS_C_breedte
Pset_WasteTerminalTypeFloorWaste	NominalBodyWidth	Width
Pset_WasteTerminalTypeFloorWaste	OutletConnectionSize	
Pset_WasteTerminalTypeFloorWaste	NominalBodyDepth	NLRS_C_diepte
Pset_WasteTerminalTypeFloorWaste	NominalBodyDepth	Depth
Pset_WasteTerminalTypeGullySump	BackInletPatternType	NLRS_C_type
Pset_WasteTerminalTypeGullySump	CoverLength	NLRS_C_lengte_01
Pset_WasteTerminalTypeGullySump	CoverWidth	NLRS_C_breedte_01
Pset_WasteTerminalTypeGullySump	GullyType	NLRS_C_type
Pset_WasteTerminalTypeGullySump	InletConnectionSize	
Pset_WasteTerminalTypeGullySump	NominalSumpLength	Length
Pset_WasteTerminalTypeGullySump	NominalSumpLength	NLRS_C_lengte
Pset_WasteTerminalTypeGullySump	NominalSumpWidth	NLRS_C_breedte
Pset_WasteTerminalTypeGullySump	NominalSumpWidth	Width
Pset_WasteTerminalTypeGullySump	OutletConnectionSize	
Pset_WasteTerminalTypeGullySump	TrapType	NLRS_C_type
Pset_WasteTerminalTypeGullySump	NominalSumpDepth	NLRS_C_diepte
Pset_WasteTerminalTypeGullySump	NominalSumpDepth	Depth
Pset_WasteTerminalTypeGullyTrap	BackInletPatternType	NLRS_C_type
Pset_WasteTerminalTypeGullyTrap	CoverLength	NLRS_C_lengte_01
Pset_WasteTerminalTypeGullyTrap	CoverWidth	NLRS_C_breedte_01
Pset_WasteTerminalTypeGullyTrap	GullyType	NLRS_C_type
Pset_WasteTerminalTypeGullyTrap	HasStrainer	
Pset_WasteTerminalTypeGullyTrap	InletConnectionSize	
Pset_WasteTerminalTypeGullyTrap	NominalBodyLength	Length
Pset_WasteTerminalTypeGullyTrap	NominalBodyLength	NLRS_C_lengte
Pset_WasteTerminalTypeGullyTrap	NominalBodyWidth	NLRS_C_breedte
Pset_WasteTerminalTypeGullyTrap	NominalBodyWidth	Width
Pset_WasteTerminalTypeGullyTrap	OutletConnectionSize	
Pset_WasteTerminalTypeGullyTrap	TrapType	NLRS_C_type
Pset_WasteTerminalTypeGullyTrap	NominalBodyDepth	NLRS_C_diepte
Pset_WasteTerminalTypeGullyTrap	NominalBodyDepth	Depth
Pset_WasteTerminalTypeRoofDrain	CoverLength	NLRS_C_lengte_01
Pset_WasteTerminalTypeRoofDrain	CoverWidth	NLRS_C_breedte_01
Pset_WasteTerminalTypeRoofDrain	NominalBodyLength	Length
Pset_WasteTerminalTypeRoofDrain	NominalBodyLength	NLRS_C_lengte
Pset_WasteTerminalTypeRoofDrain	NominalBodyWidth	NLRS_C_breedte
Pset_WasteTerminalTypeRoofDrain	NominalBodyWidth	Width
Pset_WasteTerminalTypeRoofDrain	OutletConnectionSize	
Pset_WasteTerminalTypeRoofDrain	NominalBodyDepth	NLRS_C_diepte
Pset_WasteTerminalTypeRoofDrain	NominalBodyDepth	Depth
Pset_WasteTerminalTypeWasteDisposalUnit	DrainConnectionSize	
Pset_WasteTerminalTypeWasteDisposalUnit	OutletConnectionSize	
Pset_WasteTerminalTypeWasteDisposalUnit	NominalDepth	NLRS_C_diepte
Pset_WasteTerminalTypeWasteDisposalUnit	NominalDepth	Depth
Pset_WasteTerminalTypeWasteTrap	InletConnectionSize	
Pset_WasteTerminalTypeWasteTrap	OutletConnectionSize	
Pset_WasteTerminalTypeWasteTrap	WasteTrapType	NLRS_C_type
Pset_WindowCommon	FireRating	Fire Rating
Pset_WindowCommon	Reference	Description
Pset_WindowCommon	Reference	NLRS_C_description
Pset_WindowCommon	AcousticRating	NLRS_C_geluidwerendheid_Rw
Pset_WindowCommon	FireExit	NLRS_C_vluchtweg
Pset_WindowCommon	FireRating	NLRS_C_brandwerendheid
Pset_SiteCommon	TotalArea	NLRS_C_oppervlakte
Pset_WindowCommon	HasDrive	
Pset_WindowCommon	HasSillExternal	
Pset_WindowCommon	HasSillInternal	
Pset_WindowCommon	Infiltration	
Pset_WindowCommon	IsExternal	NLRS_C_buiten
Pset_WindowCommon	MechanicalLoadRating	
Pset_WindowCommon	SecurityRating	
Pset_WindowCommon	SmokeStop	NLRS_C_rookwerend
Pset_WindowCommon	Status	NLRS_C_status
Pset_WindowCommon	ThermalTransmittance	NLRS_B_Uwaarde
Pset_WindowCommon	WaterTightnessRating	
Pset_WindowCommon	WindLoadRating	
Pset_ZoneCommon	Reference	Description
Pset_FurnitureTypeDesk	WorksurfaceArea	NLRS_C_oppervlakte_01
Pset_ZoneCommon	HandicapAccessible	NLRS_C_toegankelijk
Pset_ZoneCommon	IsExternal	NLRS_C_buiten
Pset_FurnitureTypeTable	WorksurfaceArea	NLRS_C_oppervlakte_01
Pset_ZoneCommon	PubliclyAccessible	
Pset_ZoneCommon	Reference	NLRS_C_description
Pset_SystemFurnitureElementTypePanel	NominalThickness	Thickness
Pset_SystemFurnitureElementTypeWorkSurface	NominalThickness	Thickness
